,order_in_document,latitude_longitude,DLS_code,page_number,species,status
0,1,"50.926117339479816 N, 105.93212386222845 W",NE-3-23-29-W2M,2,,
1,2,"52.60739947550666 N, 111.28101258249816 W",SW-19-42-9-W4M,4,,
2,3,"52.53744656023438 N, 111.11240700782334 W",SW-26-41-8-W4M,4,,
3,4,"52.19974283133372 N, 109.84311106428004 W",SW-30-37-28-W3M,4,,
4,5,"52.13943859403004 N, 109.70820683637601 W",SE-5-37-27-W3M,4,,
5,6,"52.081546526218496 N, 109.70339516588734 W",SE-17-36-27-W3M,4,,
6,7,"51.922343339736756 N, 109.1270293134454 W",SE-23-34-23-W3M,4,,
7,8,"51.702835915951326 N, 108.43458798914419 W",SE-4-32-18-W3M,4,,
8,9,"51.55328140743818 N, 108.06578956658973 W",SW-14-30-15-W3M,4,,
9,10,"51.608761305757575 N, 107.96344094745977 W",SE-1-31-15-W3M,4,,
10,11,"51.46161896673657 N, 119.60680972509354 W",NW-9-29-98-W3M,5,,
11,12,"51.20110466158464 N, 106.57167823267999 W",SW-12-26-5-W3M,5,,
12,13,"50.926117339479816 N, 105.93212386222845 W",NE-3-23-29-W2M,5,,
13,14,"50.59323794956346 N, 105.15190008816991 W",SE-12-19-24-W2M,5,,
14,15,"50.58117710210272 N, 105.13969646833309 W",SW-7-19-23-W2M,5,,
15,16,"50.376142695270175 N, 104.46797884390264 W",SW-30-16-19-W2M,5,,
16,17,"50.3013654410136 N, 103.79567518542882 W",SE-35-15-14-W2M,5,,
17,18,"50.28689242406072 N, 103.86308344087446 W",NE-26-15-14-W2M,5,,
18,19,"50.178344796914075 N, 103.24864795304586 W",NE-17-14-10-W2M,5,,
19,20,"50.17593262742193 N, 103.28248314406972 W",NW-16-14-10-W2M,5,,
20,21,"50.16869611894549 N, 103.28228893672198 W",SW-16-14-10-W2M,5,,
21,22,"50.17593262742193 N, 103.28248314406972 W",NW-16-14-10-W2M,5,,
22,23,"50.16869611894549 N, 103.28228893672198 W",SW-16-14-10-W2M,5,,
23,24,"50.101155373165355 N, 102.61485610782255 W",NE-21-13-5-W2M,5,,
24,25,"49.864762762934895 N, 101.62852012271587 W",NW-31-10-31-WPM,5,,
25,26,"49.74415428832752 N, 101.18140004770366 W",SE-20-9-28-WPM,5,,
26,27,"49.736917779851076 N, 100.6545925037656 W",NW-14-9-24-WPM,5,,
27,28,"49.61872147473585 N, 100.15536636279184 W",NW-1-8-21-WPM,6,,
28,29,"49.61872147473585 N, 100.14419668841175 W",NE-1-8-21-WPM,6,,
29,30,"49.52705903403424 N, 99.30300278415581 W",SW-2-7-14-WPM,6,,
30,31,"49.40886272891901 N, 98.84256062394367 W",NE-22-5-11-WPM,6,,
31,32,"49.41127489841116 N, 98.83150626490357 W",NW-23-5-11-WPM,6,,
32,33,"49.31961245770955 N, 98.52920243078775 W",SE-24-4-9-WPM,6,,
33,34,"49.18453096614929 N, 98.13877781786994 W",NW-1-3-6-WPM,6,,
34,35,"49.126638898337745 N, 97.9168142107153 W",SW-16-2-4-WPM,6,,
35,36,"51.96817456008756 N, 109.3181572334575 W",NE-3-35-24-W3M,6,,
36,37,"50.822394051317474 N, 105.67136957769969 W",NE-32-21-27-W2M,6,,
37,38,"50.701785576710094 N, 105.30772378027694 W",NW-18-20-25-W2M,6,,
38,39,"50.58479535634094 N, 105.13423909677361 W",7-19-23-W2M,6,,
39,40,"50.55946757667339 N, 105.05851228875738 W",SE-34-18-23-W2M,6,,
40,41,"50.44368344105031 N, 104.84648540168753 W",NE-19-17-21-W2M,6,,
41,42,"50.27000723761569 N, 103.74920553758292 W",NE-19-15-13-W2M,6,,
42,43,"50.27241940710783 N, 103.73797185927106 W",NW-20-15-13-W2M,6,,
43,44,"50.19764215285126 N, 103.36219808080067 W",NE-25-14-11-W2M,6,,
44,45,"50.209703000312 N, 103.22685346805352 W",NE-30-14-10-W2M,6,,
45,46,"50.19281781386697 N, 103.32815022778536 W",SW-26-14-10-W2M,6,,
46,47,"50.165077864707264 N, 103.09579392677466 W",13-14-9-W2M,6,,
47,48,"50.16628394945334 N, 102.96590458754532 W",NW-12-14-8-W2M,6,,
48,49,"50.14336833927794 N, 102.86946217873134 W",4-14-7-W2M,6,,
49,50,"50.13251357656328 N, 102.82975288959034 W",SW-1-14-7-W2M,6,,
50,51,"50.13251357656328 N, 102.81846373462993 W",SE-1-14-7-W2M,6,,
51,52,"50.13251357656328 N, 102.81846373462993 W",SE-1-14-7-W2M,6,,
52,53,"50.12527706808683 N, 102.73932784837072 W",SW-34-13-6-W2M,6,,
53,54,"50.11321622062609 N, 102.78428003294563 W",NW-26-13-6-W2M,6,,
54,55,"50.11321622062609 N, 102.77299542815504 W",NE-26-13-6-W2M,6,,
55,56,"50.11080405113395 N, 102.69396823658477 W",NW-25-13-6-W2M,6,,
56,57,"50.08185801722818 N, 102.54694523350464 W",NE-13-13-5-W2M,6,,
57,58,"50.09030061045069 N, 102.41733069180897 W",18-13-4-W2M,6,,
58,59,"50.08185801722818 N, 102.46800468433902 W",SW-16-13-4-W2M,7,,
59,60,"50.06014849179885 N, 102.38888804694834 W",SE-7-13-3-W2M,7,,
60,61,"50.062560661290995 N, 102.37763491757148 W",SW-8-13-3-W2M,7,,
61,62,"50.062560661290995 N, 102.2987261288252 W",NE-5-13-3-W2M,7,,
62,63,"50.04808764433811 N, 102.37752102868552 W",SW-2-13-3-W2M,7,,
63,64,"50.01914161043234 N, 102.23088111479703 W",SE-26-12-2-W2M,7,,
64,65,"50.01793552568627 N, 102.14640873890474 W",24-12-2-W2M,7,,
65,66,"50.00949293246375 N, 102.1294926701133 W",NW-19-12-1-W2M,7,,
66,67,"50.00949293246375 N, 102.1294926701133 W",NW-19-12-1-W2M,7,,
67,68,"50.002256423987305 N, 102.12947317634307 W",SW-19-12-1-W2M,7,,
68,69,"50.002256423987305 N, 102.12947317634307 W",SW-19-12-1-W2M,7,,
69,70,"50.002256423987305 N, 102.06192195390321 W",NW-16-12-1-W2M,7,,
70,71,"49.998638169749086 N, 102.05628844888395 W",16-12-1-W2M,7,,
71,72,"49.985371237542275 N, 102.01688187674641 W",SW-12-12-1-W2M,7,,
72,73,"49.95401303414435 N, 101.88368442862672 W",NW-32-11-33-WPM,7,,
73,74,"49.946776525667914 N, 101.88301948008517 W",SW-32-11-33-WPM,7,,
74,75,"49.946776525667914 N, 101.87177391596805 W",SE-32-11-33-WPM,7,,
75,76,"49.928685254476804 N, 101.80828956464848 W",23-11-33-WPM,7,,
76,77,"49.93109742396896 N, 101.78602349152591 W",24-11-33-WPM,7,,
77,78,"49.830992390044834 N, 101.39001631321844 W",NE-17-10-30-WPM,7,,
78,79,"49.82134371207624 N, 101.42288123475545 W",SW-16-10-30-WPM,7,,
79,80,"49.7634516442647 N, 101.22769386245432 W",NE-25-9-29-WPM,7,,
80,81,"49.78516116969403 N, 101.27421498565612 W",NE-34-9-29-WPM,7,,
81,82,"49.68626222051598 N, 100.51703808489893 W",SW-32-8-23-WPM,7,,
82,83,"49.688674390008124 N, 100.48363266657968 W",SE-33-8-23-WPM,7,,
83,84,"49.66937703407095 N, 100.32589391591493 W",NE-22-8-22-WPM,7,,
84,85,"49.65128576287984 N, 100.19629061801162 W",16-8-21-WPM,7,,
85,86,"49.60907279676726 N, 99.95381806113485 W",NW-33-7-19-WPM,7,,
86,87,"49.582538932353636 N, 99.75155548061292 W",SW-25-7-18-WPM,7,,
87,88,"49.594599779814374 N, 99.60698869521701 W",SE-30-7-17-WPM,7,,
88,89,"49.56324157641645 N, 99.694863944538 W",NE-14-7-17-WPM,7,,
89,90,"49.572890254385044 N, 99.4832816501526 W",NW-18-7-16-WPM,7,,
90,91,"49.54153205098712 N, 99.22548509829852 W",NE-5-7-14-WPM,7,,
91,92,"49.54153205098712 N, 99.23663711784614 W",NW-5-7-14-WPM,7,,
92,93,"49.529471203526384 N, 99.20275041804828 W",NE-36-6-14-WPM,7,,
93,94,"49.43298442384049 N, 98.89887803794855 W",NW-32-5-11-WPM,7,,
94,95,"49.39438971196613 N, 98.78655970206894 W",SW-19-5-10-WPM,7,,
95,96,"49.324436796693846 N, 98.55151293244572 W",NE-23-4-9-WPM,7,,
96,97,"50.43765301731994 N, 104.192821123194 W",18-17-17-W2M,8,,
97,98,"50.414737407144536 N, 104.29964482323962 W",NE-7-17-17-W2M,8,,
98,99,"52.53744656023438 N, 111.10050960667014 W",SE-26-41-8-W4M,9,,
99,100,"52.522973543281495 N, 110.89795781026814 W",NW-17-41-7-W4M,9,,
100,101,"52.45060845851707 N, 110.82523812507694 W",SW-26-40-6-W4M,9,,
101,102,"52.38306771273694 N, 110.5631484636309 W",NW-31-39-4-W4M,9,,
102,103,"52.219040187270906 N, 110.02952980554751 W",NE-35-37-1-W4M,9,,
103,104,"52.61222381449095 N, 111.23348288200904 W",SW-21-42-9-W4M,9,,
104,105,"52.46025713648566 N, 110.7897893685694 W",NE-27-40-6-W4M,9,,
105,106,"52.41201374664271 N, 110.62283567186078 W",SE-10-40-5-W4M,9,,
106,107,"52.36618252629191 N, 110.51552829648016 W",SW-27-39-4-W4M,9,,
107,108,"52.38306771273694 N, 110.5631484636309 W",NW-31-39-4-W4M,9,,
108,109,"52.34206083137043 N, 110.32573086759912 W",SW-17-39-3-W4M,10,,
109,110,"52.43372327207204 N, 110.70622810450293 W",SW-19-40-5-W4M,10,,
110,111,"52.438547611056336 N, 110.57572795246016 W",NE-18-40-5-W4M,10,,
111,112,"52.37583120426049 N, 110.48007948020748 W",NE-28-39-4-W4M,10,,
112,113,"52.197330661841576 N, 110.10035229248645 W",NE-26-37-1-W4M,10,,
113,114,"52.541064814472605 N, 111.10654950100978 W",26-41-8-W4M,10,,
114,115,"52.36618252629191 N, 110.50367707127371 W",SE-27-39-4-W4M,10,,
115,116,"52.19130023811121 N, 110.01180455053554 W",25-37-1-W4M,10,,
116,117,"52.60981164499881 N, 111.18574672512997 W",NW-17-42-9-W4M,10,,
117,118,"52.52056137378935 N, 110.99305112841509 W",SW-19-41-7-W4M,10,,
118,119,"52.36618252629191 N, 110.50367707127371 W",SE-27-39-4-W4M,10,,
119,120,"52.4723179839464 N, 110.81376537096041 W",NE-32-40-6-W4M,10,,
120,121,"52.45060845851707 N, 110.82523812507694 W",SW-26-40-6-W4M,10,,
121,122,"52.522973543281495 N, 110.89795781026814 W",NW-17-41-7-W4M,11,,
122,123,"52.522973543281495 N, 110.88606432933744 W",NE-17-41-7-W4M,11,,
123,124,"52.515737034805056 N, 110.88591839440642 W",SE-17-41-7-W4M,11,,
124,125,"52.45060845851707 N, 110.82523812507694 W",SW-26-40-6-W4M,11,,
125,126,"52.43372327207204 N, 110.69435872459532 W",SE-19-40-5-W4M,11,,
126,127,"52.41925025511915 N, 110.63480336966585 W",NW-10-40-5-W4M,11,,
127,128,"52.41201374664271 N, 110.62283567186078 W",SE-10-40-5-W4M,11,,
128,129,"52.36618252629191 N, 110.50367707127371 W",SE-27-39-4-W4M,11,,
129,130,"52.35894601781546 N, 110.44434816234836 W",SW-24-39-4-W4M,11,,
130,131,"52.34447300086258 N, 110.29021242368155 W",SE-18-39-3-W4M,11,,
131,132,"52.34206083137043 N, 110.32573086759912 W",SW-17-39-3-W4M,11,,
132,133,"52.30587828898822 N, 110.31362952447405 W",NE-35-38-3-W4M,11,,
133,134,"52.43372327207204 N, 110.69435872459532 W",SE-19-40-5-W4M,11,,
134,135,"52.41925025511915 N, 110.63480336966585 W",NW-10-40-5-W4M,11,,
135,136,"52.35894601781546 N, 110.44434816234836 W",SW-24-39-4-W4M,11,,
136,137,"52.34206083137043 N, 110.32573086759912 W",SW-17-39-3-W4M,11,,
137,138,"52.30587828898822 N, 110.31362952447405 W",NE-35-38-3-W4M,11,,
138,139,"49.95160086465221 N, 101.89470943966032 W",NE-31-11-33-WPM,11,,
139,140,"50.04808764433811 N, 102.37752102868552 W",SW-2-13-3-W2M,11,,
140,141,"49.809282864615504 N, 101.38825240089021 W",SE-11-10-30-WPM,11,,
141,142,"50.595650119055605 N, 105.15206160705296 W",SE-13-19-24-W2M,12,,
142,143,"50.243473373202065 N, 103.5332387004702 W",SW-11-15-12-W2M,12,,
143,144,"51.085320525961556 N, 102.29376313869533 W",SW-36-24-3-W2M,12,,
144,145,"50.02879028840093 N, 102.2083979832912 W",NE-27-12-2-W2M,12,,
145,146,"50.01672944094019 N, 102.15203602778955 W",SW-25-12-2-W2M,12,,
146,147,"49.99019557652657 N, 102.02813928355496 W",NE-11-12-1-W2M,12,,
147,148,"51.93681635668964 N, 109.12803793604992 W",SE-29-34-23-W3M,12,,
148,149,"50.93335384795626 N, 105.93273566227272 W",SE-9-23-29-W2M,12,,
149,150,"50.892346966589756 N, 105.86043817423113 W",NE-25-22-29-W2M,12,,
150,151,"49.81651937309194 N, 101.40005539738684 W",NW-11-10-30-WPM,12,,
151,152,"50.161459610469045 N, 103.01099106055125 W",NW-10-14-8-W2M,12,,
152,153,"50.11080405113395 N, 102.69396823658477 W",NW-25-13-6-W2M,12,,
153,154,"50.03602679687737 N, 102.21969584318231 W",SW-33-12-2-W2M,13,,
154,155,"52.19974283133372 N, 109.83130427145582 W",SE-30-37-28-W3M,13,,
155,156,"50.02879028840093 N, 102.21966273914478 W",NW-27-12-2-W2M,13,,
156,157,"50.27241940710783 N, 103.73797185927106 W",NW-20-15-13-W2M,13,,
157,158,"50.25312205117065 N, 103.70331475408459 W",SE-15-15-13-W2M,13,,
158,159,"50.25312205117065 N, 103.63540851804134 W",NE-12-15-13-W2M,13,,
159,160,"50.16869611894549 N, 103.09022803871076 W",NE-13-14-9-W2M,13,,
160,161,"50.13251357656328 N, 102.81846373462993 W",SE-1-14-7-W2M,13,,
161,162,"50.084270186720325 N, 102.64847285637424 W",NW-14-13-5-W2M,13,,
162,163,"50.04808764433811 N, 102.2986360376169 W",NE-35-12-3-W2M,13,,
163,164,"50.02879028840093 N, 102.2083979832912 W",NE-27-12-2-W2M,13,,
164,165,"49.830992390044834 N, 101.40123493322763 W",NW-17-10-30-WPM,13,,
165,166,"50.25312205117065 N, 103.70331475408459 W",SE-15-15-13-W2M,13,,
166,167,"50.08185801722818 N, 102.55822245481401 W",NW-13-13-5-W2M,13,,
167,168,"49.99019557652657 N, 102.02813928355496 W",NE-11-12-1-W2M,13,,
168,169,"49.830992390044834 N, 101.40123493322763 W",NW-17-10-30-WPM,13,,
169,170,"51.410963407401475 N, 107.25881569788581 W",NE-24-28-10-W3M,13,,
170,171,"50.33272364441152 N, 103.92156327893676 W",SW-12-16-15-W2M,13,,
171,172,"50.25312205117065 N, 103.70331475408459 W",SE-15-15-13-W2M,13,,
172,173,"50.25312205117065 N, 103.63540851804134 W",NE-12-15-13-W2M,13,,
173,174,"50.19040564437481 N, 103.22635762064104 W",SE-25-14-10-W2M,13,,
174,175,"50.153017017246526 N, 102.91481359034495 W",8-14-7-W2M,13,,
175,176,"50.11321622062609 N, 102.78428003294563 W",NW-26-13-6-W2M,13,,
176,177,"50.03602679687737 N, 102.20842938968579 W",SE-33-12-2-W2M,13,,
177,178,"50.02879028840093 N, 102.2083979832912 W",NE-27-12-2-W2M,13,,
178,179,"50.01793552568627 N, 102.14640873890474 W",24-12-2-W2M,13,,
179,180,"50.00949293246375 N, 102.1294926701133 W",NW-19-12-1-W2M,13,,
180,181,"50.00466859347945 N, 102.1069614693179 W",SW-20-12-1-W2M,14,,
181,182,"50.002256423987305 N, 102.06192195390321 W",NW-16-12-1-W2M,14,,
182,183,"49.95401303414435 N, 101.88368442862672 W",NW-32-11-33-WPM,14,,
183,184,"49.87682361039563 N, 101.65202027181671 W",NW-36-10-32-WPM,14,,
184,185,"52.19974283133372 N, 109.83130427145582 W",SE-30-37-28-W3M,14,,
185,186,"50.904407814050494 N, 105.73520989312013 W",NW-30-22-28-W2M,14,,
186,187,"50.27241940710783 N, 103.73797185927106 W",NW-20-15-13-W2M,14,,
187,188,"50.183169135898375 N, 103.20356957155427 W",NE-19-14-9-W2M,14,,
188,189,"50.12768923757898 N, 102.7845171782981 W",NW-32-13-6-W2M,14,,
189,190,"50.01914161043234 N, 102.24214360820176 W",SW-26-12-2-W2M,14,,
190,191,"50.03602679687737 N, 102.21969584318231 W",SW-33-12-2-W2M,14,,
191,192,"50.19040564437481 N, 103.22635762064104 W",SE-25-14-10-W2M,14,,
192,193,"50.161459610469045 N, 103.01099106055125 W",NW-10-14-8-W2M,14,,
193,194,"50.03602679687737 N, 102.20842938968579 W",SE-33-12-2-W2M,14,,
194,195,"50.02879028840093 N, 102.2083979832912 W",NE-27-12-2-W2M,14,,
195,196,"50.01793552568627 N, 102.14640873890474 W",24-12-2-W2M,14,,
196,197,"52.19974283133372 N, 109.83130427145582 W",SE-30-37-28-W3M,14,,
197,198,"52.14426293301433 N, 109.81473724673248 W",SW-7-37-27-W3M,14,,
198,199,"51.085320525961556 N, 106.29376313869533 W",SW-36-24-3-W3M,14,,
199,200,"51.70042374645918 N, 108.46948637700788 W",SW-3-32-18-W3M,14,,
200,201,"51.333773983652755 N, 106.95555163618924 W",SE-31-27-7-W3M,14,,
201,202,"50.93576601744841 N, 105.92145661639276 W",SW-10-23-29-W2M,14,,
202,203,"51.3361861531449 N, 106.93243580738331 W",SE-32-27-7-W3M,14,,
203,204,"51.10220571240659 N, 106.32844341618215 W",NE-4-25-3-W3M,15,,
204,205,"51.07808401748511 N, 102.15549733621704 W",NW-30-24-2-W2M,15,,
205,206,"50.899583475066194 N, 105.84956398741565 W",SW-31-22-28-W2M,15,,
206,207,"50.73796811909231 N, 105.50466460560362 W",NE-33-20-26-W2M,15,,
207,208,"50.64148133940641 N, 105.17795662805551 W",NE-29-19-24-W2M,15,,
208,209,"50.22900035624917 N, 103.58933322350931 W",NE-2-15-12-W2M,15,,
209,210,"51.3361861531449 N, 106.93243580738331 W",SE-32-27-7-W3M,15,,
210,211,"51.3361861531449 N, 106.86293748633611 W",NE-29-27-7-W3M,15,,
211,212,"51.07084750900867 N, 106.15547302085993 W",SW-30-24-2-W3M,15,,
212,213,"50.93576601744841 N, 105.92145661639276 W",SW-10-23-29-W2M,15,,
213,214,"50.64148133940641 N, 105.17795662805551 W",NE-29-19-24-W2M,15,,
214,215,"49.81651937309194 N, 101.40005539738684 W",NW-11-10-30-WPM,15,,
215,216,"50.37131835628588 N, 104.18408101279087 W",NE-25-16-17-W2M,15,,
216,217,"51.71007242442777 N, 108.43497746117795 W",NE-4-32-18-W3M,15,,
217,218,"50.9405903564327 N, 105.93334771548102 W",NE-9-23-29-W2M,15,,
218,219,"50.61977181397708 N, 105.1878951356793 W",SW-23-19-24-W2M,15,,
219,220,"52.19974283133372 N, 109.83130427145582 W",SE-30-37-28-W3M,15,,
220,221,"51.97782323805615 N, 109.30712360514401 W",SW-10-35-24-W3M,15,,
221,222,"51.95852588211897 N, 109.27047039975673 W",NE-35-34-24-W3M,15,,
222,223,"51.32653747517631 N, 106.88591714575202 W",SE-28-27-7-W3M,15,,
223,224,"51.30241578025483 N, 106.7002590133221 W",SE-18-27-6-W3M,15,,
224,225,"51.10461788189874 N, 106.37456028248312 W",SE-8-25-3-W3M,15,,
225,226,"51.30241578025483 N, 106.71183354246791 W",SW-18-27-6-W3M,15,,
226,227,"51.10461788189874 N, 106.37456028248312 W",SE-8-25-3-W3M,15,,
227,228,"51.046725814087196 N, 106.23596569410194 W",SE-20-24-2-W3M,16,,
228,229,"50.91526257676515 N, 105.86807777084725 W",36-22-29-W2M,16,,
229,230,"49.830992390044834 N, 101.40123493322763 W",NW-17-10-30-WPM,16,,
230,231,"49.82134371207624 N, 101.42288123475545 W",SW-16-10-30-WPM,16,,
231,232,"51.32653747517631 N, 106.88591714575202 W",SE-28-27-7-W3M,16,,
232,233,"50.93576601744841 N, 105.92145661639276 W",SW-10-23-29-W2M,16,,
233,234,"50.16628394945334 N, 102.96590458754532 W",NW-12-14-8-W2M,16,,
234,235,"49.611484966259404 N, 99.93160554485316 W",NW-34-7-19-WPM,16,,
235,236,"49.809282864615504 N, 101.38825240089021 W",SE-11-10-30-WPM,16,,
236,237,"49.529471203526384 N, 99.21389968589523 W",NW-36-6-14-WPM,16,,
237,238,"49.52705903403424 N, 99.30300278415581 W",SW-2-7-14-WPM,16,,
238,239,"49.611484966259404 N, 99.9204375288493 W",NE-34-7-19-WPM,16,,
239,240,"49.7176204239139 N, 100.68689919897105 W",NE-6-9-25-WPM,17,,
240,241,"49.715208254421746 N, 100.70912251282687 W",NE-5-9-25-WPM,17,,
241,242,"49.473991305206994 N, 98.97804051982271 W",SE-16-6-12-WPM,17,,
242,243,"49.78033683070973 N, 101.31866253346627 W",NE-32-9-29-WPM,17,,
243,244,"49.529471203526384 N, 99.21389968589523 W",NW-36-6-14-WPM,17,,
244,245,"49.51017384758921 N, 99.17977225680745 W",SE-31-6-13-WPM,17,,
245,246,"49.512586017081354 N, 99.16871175141416 W",SW-32-6-13-WPM,17,,
246,247,"49.7127960849296 N, 100.80968268601322 W",SW-7-9-25-WPM,17,,
247,248,"49.715208254421746 N, 100.77627361464084 W",SE-8-9-25-WPM,17,,
248,249,"49.7127960849296 N, 100.7313436249044 W",NE-4-9-25-WPM,17,,
249,250,"49.70797174594531 N, 100.77577924551044 W",NE-2-9-25-WPM,17,,
250,251,"49.70555957645316 N, 100.69728710905426 W",NW-1-9-25-WPM,17,,
251,252,"49.715208254421746 N, 100.72031436312919 W",NW-5-9-25-WPM,17,,
252,253,"49.70797174594531 N, 100.77577924551044 W",NE-2-9-25-WPM,17,,
253,254,"49.79239767817047 N, 101.28599485541808 W",SW-4-10-29-WPM,17,,
254,255,"49.67902571203953 N, 100.51658280286952 W",NW-26-8-23-WPM,17,,
255,256,"49.7176204239139 N, 100.69809160520666 W",NW-6-9-25-WPM,18,,
256,257,"49.715208254421746 N, 100.72031436312919 W",NW-5-9-25-WPM,18,,
257,258,"49.55841723743216 N, 99.47152544507638 W",NE-12-7-16-WPM,18,,
258,259,"49.51017384758921 N, 99.19091712578356 W",SW-31-6-13-WPM,18,,
259,260,"49.582538932353636 N, 99.65110297781236 W",NE-22-7-17-WPM,18,,
260,261,"49.51017384758921 N, 99.19091712578356 W",SW-31-6-13-WPM,18,,
261,262,"49.611484966259404 N, 99.9204375288493 W",NE-34-7-19-WPM,18,,
262,263,"49.666964864578794 N, 100.3481131982079 W",NE-21-8-22-WPM,18,,
263,264,"49.15076059325922 N, 98.08299458522491 W",SE-26-2-5-WPM,18,,
264,265,"49.05668598306547 N, 97.69531114433074 W",NW-20-1-2-WPM,18,,
265,266,"49.7127960849296 N, 100.7313436249044 W",NE-4-9-25-WPM,18,,
266,267,"49.68385005102383 N, 100.52807093373707 W",SE-31-8-23-WPM,18,,
267,268,"49.68626222051598 N, 100.51703808489893 W",SW-32-8-23-WPM,18,,
268,269,"49.666964864578794 N, 100.35929394558976 W",NW-21-8-22-WPM,18,,
269,270,"49.65490401711806 N, 100.1909052128363 W",NE-16-8-21-WPM,18,,
270,271,"49.64284316965732 N, 100.24610418334395 W",SW-14-8-21-WPM,18,,
271,272,"49.62354581372014 N, 100.07743798900432 W",NE-3-8-20-WPM,18,,
272,273,"49.60907279676726 N, 99.94265059777408 W",NE-33-7-19-WPM,18,,
273,274,"49.611484966259404 N, 99.9204375288493 W",NE-34-7-19-WPM,18,,
274,275,"49.59701194930652 N, 99.85271842079048 W",SE-31-7-18-WPM,18,,
275,276,"49.599424118798666 N, 99.8416716293401 W",SW-32-7-18-WPM,18,,
276,277,"49.582538932353636 N, 99.75155548061292 W",SW-25-7-18-WPM,19,,
277,278,"49.55359289844786 N, 99.47132654478474 W",SE-13-7-16-WPM,19,,
278,279,"50.33031147491938 N, 98.99392897565524 W",SW-11-16-12-WPM,19,,
279,280,"49.7176204239139 N, 100.55259032414384 W",NE-6-9-24-WPM,19,,
280,281,"49.67902571203953 N, 100.51658280286952 W",NW-26-8-23-WPM,19,,
281,282,"49.676613542547386 N, 100.33750363404194 W",SW-28-8-22-WPM,19,,
282,283,"49.621133644227996 N, 100.11081898879063 W",NW-2-8-20-WPM,19,,
283,284,"49.62354581372014 N, 99.87636394294002 W",SE-6-8-19-WPM,19,,
284,285,"49.60907279676726 N, 99.95381806113485 W",NW-33-7-19-WPM,19,,
285,286,"49.56324157641645 N, 99.7060209218175 W",NW-14-7-17-WPM,19,,
286,287,"52.60739947550666 N, 111.2690961863819 W",SE-19-42-9-W4M,19,,
287,288,"50.926117339479816 N, 105.93212386222845 W",NE-3-23-29-W2M,19,,
288,289,"50.926117339479816 N, 105.93212386222845 W",NE-3-23-29-W2M,20,,
289,290,"52.53744656023438 N, 111.10050960667014 W",SE-26-41-8-W4M,20,,
290,291,"52.522973543281495 N, 110.89795781026814 W",NW-17-41-7-W4M,20,,
291,292,"52.45060845851707 N, 110.82523812507694 W",SW-26-40-6-W4M,20,,
292,293,"51.085320525961556 N, 102.29376313869533 W",SW-36-24-3-W2M,20,,
293,294,"50.02879028840093 N, 102.2083979832912 W",NE-27-12-2-W2M,20,,
294,295,"50.01672944094019 N, 102.15203602778955 W",SW-25-12-2-W2M,20,,
295,296,"49.99019557652657 N, 102.02813928355496 W",NE-11-12-1-W2M,20,,
296,297,"52.52056137378935 N, 110.99305112841509 W",SW-19-41-7-W4M,21,Baird's sparrow,Special Concern
297,298,"52.467493644962104 N, 110.7899192078462 W",SE-33-40-6-W4M,21,Baird's sparrow,Special Concern
298,299,"52.45302062800922 N, 110.73028668346855 W",NW-24-40-6-W4M,21,Baird's sparrow,Special Concern
299,300,"52.43613544156418 N, 110.61130652562585 W",NW-17-40-5-W4M,21,Baird's sparrow,Special Concern
300,301,"51.982647577040446 N, 109.31922926999187 W",NE-9-35-24-W3M,21,Baird's sparrow,Special Concern
301,302,"51.975411068564 N, 109.31869313868 W",SE-9-35-24-W3M,21,Baird's sparrow,Special Concern
302,303,"51.97782323805615 N, 109.30712360514401 W",SW-10-35-24-W3M,21,Baird's sparrow,Special Concern
303,304,"51.97782323805615 N, 109.29537538629803 W",SE-10-35-24-W3M,21,Baird's sparrow,Special Concern
304,305,"51.965762390595415 N, 109.3532138200931 W",NW-2-35-24-W3M,21,Baird's sparrow,Special Concern
305,306,"51.95852588211897 N, 109.34092936707644 W",SE-2-35-24-W3M,21,Baird's sparrow,Special Concern
306,307,"51.95611371262682 N, 109.25855191308105 W",SW-1-35-24-W3M,21,Baird's sparrow,Special Concern
307,308,"51.95852588211897 N, 109.28221356097669 W",NW-35-34-24-W3M,21,Baird's sparrow,Special Concern
308,309,"51.95852588211897 N, 109.27047039975673 W",NE-35-34-24-W3M,21,Baird's sparrow,Special Concern
309,310,"51.95370154313468 N, 109.25837661226491 W",SW-36-34-24-W3M,21,Baird's sparrow,Special Concern
310,311,"51.94646503465823 N, 109.11697082052234 W",NW-30-34-23-W3M,21,Baird's sparrow,Special Concern
311,312,"51.94646503465823 N, 109.10523081743186 W",NE-30-34-23-W3M,21,Baird's sparrow,Special Concern
312,313,"51.93681635668964 N, 109.13977541423398 W",SW-29-34-23-W3M,21,Baird's sparrow,Special Concern
313,314,"51.70042374645918 N, 108.45781031848774 W",SE-3-32-18-W3M,21,Baird's sparrow,Special Concern
314,315,"51.35307133958993 N, 106.97912870134296 W",NE-36-27-8-W3M,21,Baird's sparrow,Special Concern
315,316,"51.11185439037518 N, 106.3746189329029 W",NE-8-25-3-W3M,21,Baird's sparrow,Special Concern
316,317,"51.10220571240659 N, 106.33996774657452 W",NW-4-25-3-W3M,21,Baird's sparrow,Special Concern
317,318,"51.10220571240659 N, 106.32844341618215 W",NE-4-25-3-W3M,21,Baird's sparrow,Special Concern
318,319,"51.085320525961556 N, 106.29376313869533 W",SW-36-24-3-W3M,21,Baird's sparrow,Special Concern
